order_id,order_date,customer_id,cohort_month,category,product_name,sku,size,units,gross_revenue,discount,net_sales,product_cost,shipping_cost,payment_fee,returned,return_reason,return_logistics_cost,refund_amount,return_adjusted_profit,city,state,city_tier,channel,inventory_on_hand,stockout_risk,markdown_risk
ORD106067,2025-04-15,C57390,2025-04,Accessories,Belt,AC-BEL-OneSize,One Size,1,1015.82,20.32,995.5,412.04,93.47,19.03,False,Not returned,0.0,0.0,470.96,Bengaluru,Karnataka,Tier 1,Web,196,0.188,0.286
ORD100485,2025-04-16,C84925,2025-04,Western Wear,Bodycon Dress,WE-BOD-XXL,XXL,1,1848.61,237.51,1611.1,843.01,130.27,33.28,False,Not returned,0.0,0.0,604.54,Jodhpur,Rajasthan,Tier 3,App,124,0.442,0.141
ORD106992,2025-04-16,C16626,2025-04,Ethnic Wear,Saree,ET-SAR-XL,XL,2,3975.55,737.7,3237.85,1565.85,120.94,50.09,True,Size too large,190.35,2793.84,-1483.22,Kochi,Kerala,Tier 2,Influencer,132,0.174,0.468
ORD101655,2025-04-16,C11215,2025-04,Ethnic Wear,Palazzo Set,ET-PAL-M,M,1,2473.19,420.29,2052.9,1017.15,94.9,36.75,False,Not returned,0.0,0.0,904.1,Hyderabad,Telangana,Tier 1,Web,239,0.328,0.278
ORD108624,2025-04-16,C72517,2025-04,Beauty,Lip Tint,BE-LIP-OneSize,One Size,1,891.46,108.15,783.31,361.49,94.66,17.38,True,Color mismatch,153.14,759.49,-602.85,Chennai,Tamil Nadu,Tier 1,App,216,0.69,0.424
ORD106831,2025-04-16,C65860,2025-04,Beauty,Compact,BE-COM-OneSize,One Size,1,763.92,126.32,637.6,314.12,104.84,11.05,False,Not returned,0.0,0.0,207.59,Hyderabad,Telangana,Tier 1,App,269,0.228,0.248
ORD101111,2025-04-16,C91276,2025-04,Activewear,Training Tee,AC-TRA-XL,XL,1,1163.35,170.52,992.83,607.05,65.82,22.16,False,Not returned,0.0,0.0,297.8,Lucknow,Uttar Pradesh,Tier 2,Influencer,172,0.098,0.183
ORD105215,2025-04-16,C94189,2025-04,Footwear,Juttis,FO-JUT-S,S,1,1943.93,266.52,1677.41,916.64,121.28,29.74,True,Size too large,146.02,1465.18,-1001.45,Siliguri,West Bengal,Tier 3,App,179,0.414,0.339
ORD106332,2025-04-16,C95648,2025-04,Western Wear,Wide-leg Jeans,WE-WID-L,L,2,3440.35,685.37,2754.98,1554.88,130.64,61.8,False,Not returned,0.0,0.0,1007.66,Siliguri,West Bengal,Tier 3,App,246,0.428,0.254
ORD101876,2025-04-16,C78390,2025-04,Western Wear,Bodycon Dress,WE-BOD-XS,XS,1,1303.65,170.66,1132.99,650.01,100.85,24.79,True,Size too small,161.29,1108.05,-912.0,Chandigarh,Punjab,Tier 2,Web,235,0.477,0.586
ORD105693,2025-04-16,C27249,2025-04,Footwear,Sandals,FO-SAN-XS,XS,1,2112.6,549.25,1563.35,889.87,113.52,29.37,False,Not returned,0.0,0.0,530.59,Siliguri,West Bengal,Tier 3,Web,197,0.29,0.014
ORD107078,2025-04-16,C52803,2025-04,Activewear,Track Pants,AC-TRA-XXL,XXL,1,1691.98,265.24,1426.74,849.89,86.25,29.21,True,Size too large,138.89,1356.67,-1034.17,Chennai,Tamil Nadu,Tier 1,App,173,0.089,0.355
ORD105029,2025-04-16,C27314,2025-04,Western Wear,Denim Jacket,WE-DEN-XL,XL,1,1028.5,86.85,941.65,522.1,85.88,19.89,False,Not returned,0.0,0.0,313.78,Delhi NCR,Delhi,Tier 1,Marketplace,31,0.4,0.136
ORD103088,2025-04-16,C31833,2025-04,Footwear,Juttis,FO-JUT-S,S,1,2528.45,825.05,1703.4,935.73,94.91,27.04,True,Size too small,142.49,1494.2,-990.97,Kochi,Kerala,Tier 2,Web,41,0.107,0.696
ORD100625,2025-04-16,C44366,2025-04,Ethnic Wear,Kurta Set,ET-KUR-XS,XS,1,2074.9,218.48,1856.42,1005.08,109.2,31.36,True,Changed mind,144.98,1692.85,-1127.05,Pune,Maharashtra,Tier 1,Web,97,0.601,0.497
ORD103910,2025-04-16,C54690,2025-04,Activewear,Track Pants,AC-TRA-M,M,1,969.78,47.79,921.99,551.67,93.58,21.04,True,Size too large,158.21,816.11,-718.62,Delhi NCR,Delhi,Tier 1,App,203,0.257,0.578
ORD105386,2025-04-17,C23390,2025-04,Activewear,Leggings,AC-LEG-S,S,1,807.42,162.83,644.59,414.33,96.99,10.05,False,Not returned,0.0,0.0,123.22,Jaipur,Rajasthan,Tier 2,Influencer,97,0.502,0.174
ORD102208,2025-04-17,C75364,2025-04,Footwear,Sneakers,FO-SNE-S,S,1,2846.07,688.16,2157.91,1215.4,101.21,45.23,False,Not returned,0.0,0.0,796.07,Pune,Maharashtra,Tier 1,Influencer,75,0.156,0.526
ORD101287,2025-04-17,C49357,2025-04,Accessories,Belt,AC-BEL-OneSize,One Size,1,570.33,120.23,450.1,202.86,88.48,9.34,False,Not returned,0.0,0.0,149.42,Jaipur,Rajasthan,Tier 2,Web,185,0.516,0.466
ORD106039,2025-04-17,C18204,2025-04,Beauty,Kajal,BE-KAJ-OneSize,One Size,1,447.07,107.97,339.1,158.44,119.58,7.45,True,Fabric expectation mismatch,136.87,306.34,-389.58,Mysuru,Karnataka,Tier 3,App,187,0.22,0.239
ORD101290,2025-04-17,C20075,2025-04,Accessories,Sunglasses,AC-SUN-OneSize,One Size,2,1864.27,214.34,1649.93,764.46,132.41,31.21,True,Size too small,208.91,1620.6,-1107.66,Surat,Gujarat,Tier 2,App,66,0.211,0.724
ORD104963,2025-04-17,C45045,2025-04,Ethnic Wear,Kurta Set,ET-KUR-XL,XL,1,1677.78,670.59,1007.19,514.7,125.62,19.12,False,Not returned,0.0,0.0,347.75,Siliguri,West Bengal,Tier 3,App,173,0.318,0.264
ORD107806,2025-04-17,C64249,2025-04,Western Wear,Bodycon Dress,WE-BOD-XS,XS,2,3099.94,646.03,2453.91,1465.71,107.94,44.79,True,Fabric expectation mismatch,176.48,2214.26,-1555.27,Mumbai,Maharashtra,Tier 1,Influencer,348,0.376,0.814
ORD104705,2025-04-17,C19542,2025-04,Accessories,Handbag,AC-HAN-OneSize,One Size,1,1498.44,228.73,1269.71,542.42,93.32,24.46,False,Not returned,0.0,0.0,609.51,Mumbai,Maharashtra,Tier 1,App,94,0.167,0.415
ORD105304,2025-04-17,C39549,2025-04,Western Wear,Bodycon Dress,WE-BOD-XL,XL,2,3386.21,723.62,2662.59,1353.8,135.47,61.71,False,Not returned,0.0,0.0,1111.61,Mumbai,Maharashtra,Tier 1,Influencer,113,0.503,0.362
ORD101385,2025-04-17,C35876,2025-04,Ethnic Wear,Palazzo Set,ET-PAL-L,L,1,1723.39,453.09,1270.3,630.14,92.62,20.1,True,Fabric expectation mismatch,154.74,1162.52,-789.82,Delhi NCR,Delhi,Tier 1,App,162,0.433,0.32
ORD106414,2025-04-17,C42693,2025-04,Beauty,Serum,BE-SER-OneSize,One Size,1,815.41,54.87,760.54,366.75,104.66,17.48,False,Not returned,0.0,0.0,271.65,Udaipur,Rajasthan,Tier 3,Web,236,0.103,0.198
ORD102174,2025-04-17,C83245,2025-04,Activewear,Leggings,AC-LEG-L,L,1,1481.28,379.36,1101.92,641.44,93.91,21.23,True,Color mismatch,151.67,965.92,-772.25,Jaipur,Rajasthan,Tier 2,Influencer,104,0.359,0.225
ORD107144,2025-04-17,C67778,2025-04,Footwear,Sneakers,FO-SNE-L,L,2,4744.66,2079.06,2665.6,1499.31,131.13,61.92,False,Not returned,0.0,0.0,973.24,Delhi NCR,Delhi,Tier 1,App,140,0.097,0.262
ORD100147,2025-04-17,C87959,2025-04,Ethnic Wear,Anarkali Dress,ET-ANA-S,S,1,1955.36,219.49,1735.87,884.86,115.4,35.7,False,Not returned,0.0,0.0,699.91,Udaipur,Rajasthan,Tier 3,Web,213,0.435,0.173
ORD101816,2025-04-17,C63940,2025-04,Footwear,Sandals,FO-SAN-L,L,2,6261.54,1111.68,5149.86,2805.29,165.01,113.94,False,Not returned,0.0,0.0,2065.62,Guntur,Andhra Pradesh,Tier 3,App,287,0.212,0.352
ORD106262,2025-04-17,C44924,2025-04,Ethnic Wear,Saree,ET-SAR-M,M,2,3137.11,645.24,2491.87,1346.53,110.77,58.94,False,Not returned,0.0,0.0,975.63,Chandigarh,Punjab,Tier 2,App,183,0.824,0.392
ORD107967,2025-04-17,C50456,2025-04,Ethnic Wear,Saree,ET-SAR-S,S,2,2217.65,48.88,2168.77,1186.77,111.08,48.99,False,Not returned,0.0,0.0,821.93,Indore,Madhya Pradesh,Tier 2,App,281,0.252,0.481
ORD108687,2025-04-17,C12962,2025-04,Ethnic Wear,Anarkali Dress,ET-ANA-XL,XL,1,2226.7,273.96,1952.74,981.59,100.2,29.95,False,Not returned,0.0,0.0,841.0,Bengaluru,Karnataka,Tier 1,Influencer,143,0.193,0.225
ORD108939,2025-04-18,C37024,2025-04,Ethnic Wear,Saree,ET-SAR-XL,XL,1,1800.23,425.92,1374.31,734.31,124.97,29.37,False,Not returned,0.0,0.0,485.66,Siliguri,West Bengal,Tier 3,Web,160,0.124,0.225
ORD103109,2025-04-18,C41243,2025-04,Accessories,Belt,AC-BEL-OneSize,One Size,1,863.56,275.23,588.33,253.97,110.88,12.75,False,Not returned,0.0,0.0,210.73,Jodhpur,Rajasthan,Tier 3,Web,199,0.622,0.248
ORD104833,2025-04-18,C39634,2025-04,Footwear,Sandals,FO-SAN-S,S,1,2833.0,889.98,1943.02,1131.31,92.19,27.36,True,Size too small,158.73,1942.93,-1409.5,Bengaluru,Karnataka,Tier 1,Marketplace,79,0.48,0.778
ORD107697,2025-04-18,C74936,2025-04,Western Wear,Crop Top,WE-CRO-M,M,1,1759.15,330.44,1428.71,819.65,92.4,22.77,True,Damaged item,127.32,1339.29,-972.72,Indore,Madhya Pradesh,Tier 2,App,101,0.355,0.284
ORD108910,2025-04-18,C67868,2025-04,Accessories,Belt,AC-BEL-OneSize,One Size,1,922.86,126.79,796.07,354.04,86.6,11.74,False,Not returned,0.0,0.0,343.69,Hyderabad,Telangana,Tier 1,Influencer,189,0.476,0.604
ORD108380,2025-04-18,C55928,2025-04,Ethnic Wear,Palazzo Set,ET-PAL-XXL,XXL,1,1793.1,303.01,1490.09,773.4,88.58,34.49,False,Not returned,0.0,0.0,593.62,Bengaluru,Karnataka,Tier 1,Retail Partner,341,0.322,0.192
ORD102292,2025-04-18,C74193,2025-04,Activewear,Sports Bra,AC-SPO-XXL,XXL,2,3038.94,716.25,2322.69,1449.38,126.4,49.01,False,Not returned,0.0,0.0,697.9,Indore,Madhya Pradesh,Tier 2,App,192,0.467,0.356
ORD100718,2025-04-18,C83050,2025-04,Western Wear,Crop Top,WE-CRO-XL,XL,1,1826.63,386.55,1440.08,790.09,86.65,21.31,False,Not returned,0.0,0.0,542.03,Chandigarh,Punjab,Tier 2,Web,206,0.72,0.125
ORD108857,2025-04-18,C49109,2025-04,Ethnic Wear,Palazzo Set,ET-PAL-M,M,2,4382.18,702.62,3679.56,1985.05,92.27,69.02,False,Not returned,0.0,0.0,1533.22,Indore,Madhya Pradesh,Tier 2,Retail Partner,254,0.316,0.382
ORD100326,2025-04-18,C73457,2025-04,Ethnic Wear,Palazzo Set,ET-PAL-M,M,1,2752.12,532.26,2219.86,1180.03,99.57,48.8,False,Not returned,0.0,0.0,891.46,Pune,Maharashtra,Tier 1,Web,156,0.686,0.211
ORD100636,2025-04-18,C51712,2025-04,Ethnic Wear,Anarkali Dress,ET-ANA-M,M,1,1907.08,596.85,1310.23,727.48,121.99,22.33,False,Not returned,0.0,0.0,438.43,Mysuru,Karnataka,Tier 3,Retail Partner,160,0.292,0.189
ORD107518,2025-04-18,C52502,2025-04,Footwear,Heels,FO-HEE-XXL,XXL,1,1796.05,208.56,1587.49,905.64,73.14,27.06,True,Changed mind,106.27,1492.45,-1017.07,Jaipur,Rajasthan,Tier 2,App,79,0.403,0.412
ORD100565,2025-04-18,C50514,2025-04,Footwear,Juttis,FO-JUT-S,S,2,4322.35,580.3,3742.05,2172.98,150.9,84.31,False,Not returned,0.0,0.0,1333.86,Surat,Gujarat,Tier 2,App,167,0.222,0.3
ORD103434,2025-04-18,C15118,2025-04,Footwear,Sandals,FO-SAN-XS,XS,1,2110.65,558.09,1552.56,890.9,81.04,34.34,False,Not returned,0.0,0.0,546.28,Delhi NCR,Delhi,Tier 1,App,192,0.197,0.197
ORD103254,2025-04-18,C60374,2025-04,Western Wear,Crop Top,WE-CRO-M,M,1,1647.66,251.26,1396.4,771.37,129.88,26.15,True,Color mismatch,152.07,1324.22,-1007.29,Mysuru,Karnataka,Tier 3,Marketplace,36,0.542,0.843
ORD107864,2025-04-18,C59508,2025-04,Beauty,Serum,BE-SER-OneSize,One Size,1,586.34,95.64,490.7,222.95,84.18,10.52,False,Not returned,0.0,0.0,173.05,Pune,Maharashtra,Tier 1,App,122,0.42,0.037
ORD103627,2025-04-18,C18273,2025-04,Activewear,Track Pants,AC-TRA-XL,XL,1,1634.05,236.29,1397.76,850.42,89.8,23.4,True,Size too small,121.27,1372.3,-1059.43,Chandigarh,Punjab,Tier 2,Marketplace,98,0.408,0.568
ORD108875,2025-04-18,C47355,2025-04,Beauty,Lip Tint,BE-LIP-OneSize,One Size,1,875.2,197.37,677.83,333.46,100.59,15.19,True,Damaged item,143.34,616.49,-531.24,Surat,Gujarat,Tier 2,App,134,0.516,0.297
ORD102881,2025-04-18,C11360,2025-04,Western Wear,Wide-leg Jeans,WE-WID-M,M,2,3371.93,162.68,3209.25,1836.52,135.89,54.02,False,Not returned,0.0,0.0,1182.82,Chandigarh,Punjab,Tier 2,App,226,0.348,0.45
ORD100509,2025-04-18,C95880,2025-04,Western Wear,Bodycon Dress,WE-BOD-S,S,1,1323.26,301.77,1021.49,546.21,83.89,20.82,True,Size too small,115.55,900.38,-645.36,Jaipur,Rajasthan,Tier 2,Retail Partner,119,0.285,0.435
ORD101608,2025-04-18,C34115,2025-04,Western Wear,Bodycon Dress,WE-BOD-L,L,1,1723.6,48.69,1674.91,969.32,94.3,29.45,False,Not returned,0.0,0.0,581.84,Bengaluru,Karnataka,Tier 1,Marketplace,332,0.303,0.498
ORD106082,2025-04-18,C79918,2025-04,Footwear,Heels,FO-HEE-XXL,XXL,1,3061.2,450.73,2610.47,1525.83,85.72,49.14,True,Color mismatch,118.84,2302.6,-1471.66,Kochi,Kerala,Tier 2,Marketplace,139,0.149,0.821
ORD103209,2025-04-18,C61715,2025-04,Activewear,Training Tee,AC-TRA-M,M,1,1599.08,31.98,1567.1,846.85,86.85,27.15,False,Not returned,0.0,0.0,606.25,Delhi NCR,Delhi,Tier 1,Influencer,227,0.122,0.21
ORD107382,2025-04-18,C69446,2025-04,Footwear,Juttis,FO-JUT-M,M,1,1776.32,311.35,1464.97,827.8,124.81,29.82,False,Not returned,0.0,0.0,482.54,Ajmer,Rajasthan,Tier 3,App,182,0.259,0.298
ORD107294,2025-04-18,C94829,2025-04,Activewear,Track Pants,AC-TRA-S,S,1,1413.0,441.24,971.76,559.52,88.09,14.87,True,Fabric expectation mismatch,114.88,930.48,-736.08,Hyderabad,Telangana,Tier 1,App,123,0.362,0.58
ORD107388,2025-04-19,C96164,2025-04,Accessories,Handbag,AC-HAN-OneSize,One Size,1,815.55,105.41,710.14,326.81,103.73,14.45,False,Not returned,0.0,0.0,265.15,Lucknow,Uttar Pradesh,Tier 2,Influencer,342,0.589,0.43
ORD106588,2025-04-19,C55425,2025-04,Accessories,Belt,AC-BEL-OneSize,One Size,1,1458.1,209.65,1248.45,572.35,93.52,25.75,False,Not returned,0.0,0.0,556.83,Bengaluru,Karnataka,Tier 1,Marketplace,157,0.526,0.142
ORD107198,2025-04-19,C49135,2025-04,Accessories,Scarf,AC-SCA-OneSize,One Size,1,749.47,42.57,706.9,309.17,92.55,14.76,True,Color mismatch,156.88,622.39,-488.85,Pune,Maharashtra,Tier 1,Web,153,0.131,0.418
ORD101307,2025-04-19,C86820,2025-04,Accessories,Scarf,AC-SCA-OneSize,One Size,1,613.01,107.35,505.66,239.76,116.92,10.16,True,Size too small,137.03,435.7,-433.91,Siliguri,West Bengal,Tier 3,App,162,0.541,0.395
ORD100096,2025-04-19,C58314,2025-04,Western Wear,Denim Jacket,WE-DEN-XXL,XXL,1,1516.73,257.83,1258.9,722.82,84.3,17.82,True,Fabric expectation mismatch,138.13,1211.78,-915.95,Chennai,Tamil Nadu,Tier 1,App,223,0.569,0.34
ORD105373,2025-04-19,C58121,2025-04,Western Wear,Bodycon Dress,WE-BOD-M,M,2,3683.15,555.89,3127.26,1772.19,152.41,57.04,False,Not returned,0.0,0.0,1145.62,Bengaluru,Karnataka,Tier 1,App,147,0.596,0.494
ORD100853,2025-04-19,C27803,2025-04,Activewear,Track Pants,AC-TRA-L,L,1,1269.22,344.85,924.37,585.24,109.45,15.01,False,Not returned,0.0,0.0,214.67,Guntur,Andhra Pradesh,Tier 3,App,239,0.652,0.231
ORD106462,2025-04-19,C63731,2025-04,Beauty,Serum,BE-SER-OneSize,One Size,1,557.93,47.73,510.2,247.16,87.17,11.35,False,Not returned,0.0,0.0,164.52,Chandigarh,Punjab,Tier 2,App,195,0.012,0.175
ORD101046,2025-04-19,C35643,2025-04,Beauty,Compact,BE-COM-OneSize,One Size,1,801.33,111.62,689.71,331.97,95.77,15.29,True,Color mismatch,139.37,653.02,-545.71,Chennai,Tamil Nadu,Tier 1,App,232,0.204,0.488
ORD101264,2025-04-19,C66416,2025-04,Western Wear,Crop Top,WE-CRO-XXL,XXL,2,2552.74,922.75,1629.99,892.91,103.37,36.59,False,Not returned,0.0,0.0,597.12,Delhi NCR,Delhi,Tier 1,App,48,0.263,0.183
ORD108710,2025-04-19,C48605,2025-04,Activewear,Track Pants,AC-TRA-M,M,2,1674.45,478.6,1195.85,725.24,138.16,21.68,False,Not returned,0.0,0.0,310.77,Chennai,Tamil Nadu,Tier 1,App,116,0.55,0.17
ORD105572,2025-04-19,C97210,2025-04,Western Wear,Denim Jacket,WE-DEN-XXL,XXL,1,1711.27,386.31,1324.96,729.65,94.16,26.09,True,Size too large,141.77,1283.37,-950.08,Bengaluru,Karnataka,Tier 1,Influencer,279,0.418,0.391
ORD107989,2025-04-19,C71135,2025-04,Ethnic Wear,Kurta Set,ET-KUR-M,M,1,3329.97,580.32,2749.65,1574.53,83.8,47.94,True,Fabric expectation mismatch,128.9,2704.37,-1789.89,Pune,Maharashtra,Tier 1,Influencer,178,0.243,0.22
ORD100188,2025-04-19,C36633,2025-04,Accessories,Handbag,AC-HAN-OneSize,One Size,2,2215.41,490.16,1725.25,786.68,134.49,31.1,False,Not returned,0.0,0.0,772.98,Hyderabad,Telangana,Tier 1,Web,52,0.255,0.711
ORD104199,2025-04-19,C78258,2025-04,Ethnic Wear,Saree,ET-SAR-M,M,1,1294.17,181.0,1113.17,554.52,91.55,15.92,False,Not returned,0.0,0.0,451.18,Kochi,Kerala,Tier 2,Marketplace,137,0.209,0.298
ORD103292,2025-04-19,C72793,2025-04,Ethnic Wear,Anarkali Dress,ET-ANA-S,S,1,1496.75,144.61,1352.14,657.82,89.27,19.53,False,Not returned,0.0,0.0,585.52,Surat,Gujarat,Tier 2,App,255,0.095,0.13
ORD102640,2025-04-19,C68971,2025-04,Western Wear,Denim Jacket,WE-DEN-M,M,2,3186.91,367.74,2819.17,1484.02,127.02,54.87,False,Not returned,0.0,0.0,1153.26,Mysuru,Karnataka,Tier 3,App,274,0.412,0.412
ORD104763,2025-04-19,C31494,2025-04,Accessories,Sunglasses,AC-SUN-OneSize,One Size,1,756.13,115.76,640.37,281.0,117.73,13.32,True,Changed mind,154.76,620.02,-546.46,Mysuru,Karnataka,Tier 3,Marketplace,193,0.428,0.763
ORD108955,2025-04-19,C75651,2025-04,Footwear,Heels,FO-HEE-XL,XL,1,1717.39,124.81,1592.58,923.59,86.88,37.75,False,Not returned,0.0,0.0,544.36,Pune,Maharashtra,Tier 1,Marketplace,212,0.56,0.31
ORD106160,2025-04-19,C35800,2025-04,Ethnic Wear,Palazzo Set,ET-PAL-S,S,1,1946.25,251.92,1694.33,865.99,121.47,38.67,True,Size too large,138.49,1609.71,-1080.0,Siliguri,West Bengal,Tier 3,Marketplace,258,0.462,0.283
ORD108422,2025-04-19,C78693,2025-04,Ethnic Wear,Anarkali Dress,ET-ANA-L,L,1,2283.24,395.35,1887.89,971.13,109.18,40.46,False,Not returned,0.0,0.0,767.12,Bengaluru,Karnataka,Tier 1,Marketplace,323,0.226,0.153
ORD105114,2025-04-19,C34957,2025-04,Ethnic Wear,Saree,ET-SAR-M,M,1,2086.85,188.52,1898.33,970.88,115.59,28.18,False,Not returned,0.0,0.0,783.68,Jodhpur,Rajasthan,Tier 3,Retail Partner,309,0.283,0.173
ORD103371,2025-04-19,C40351,2025-04,Ethnic Wear,Saree,ET-SAR-S,S,1,1999.02,177.5,1821.52,898.19,102.61,36.37,False,Not returned,0.0,0.0,784.35,Delhi NCR,Delhi,Tier 1,Web,211,0.673,0.611
ORD105971,2025-04-20,C31771,2025-04,Footwear,Heels,FO-HEE-XXL,XXL,1,3313.68,453.81,2859.87,1708.6,111.69,49.47,True,Late delivery,137.9,2599.5,-1747.29,Udaipur,Rajasthan,Tier 3,App,138,0.613,0.45
ORD104606,2025-04-20,C56896,2025-04,Ethnic Wear,Palazzo Set,ET-PAL-XL,XL,1,2378.83,684.72,1694.11,828.48,85.67,29.16,False,Not returned,0.0,0.0,750.8,Lucknow,Uttar Pradesh,Tier 2,App,138,0.128,0.431
ORD106784,2025-04-20,C11218,2025-04,Accessories,Handbag,AC-HAN-OneSize,One Size,1,1456.06,255.02,1201.04,525.53,81.78,18.72,False,Not returned,0.0,0.0,575.01,Jaipur,Rajasthan,Tier 2,Marketplace,125,0.3,0.362
ORD108967,2025-04-20,C42989,2025-04,Activewear,Training Tee,AC-TRA-L,L,1,1377.34,220.67,1156.67,698.98,88.65,23.35,False,Not returned,0.0,0.0,345.69,Mumbai,Maharashtra,Tier 1,Retail Partner,220,0.262,0.239
ORD108093,2025-04-20,C95622,2025-04,Western Wear,Bodycon Dress,WE-BOD-M,M,1,1889.97,391.35,1498.62,808.94,80.1,30.99,False,Not returned,0.0,0.0,578.59,Bengaluru,Karnataka,Tier 1,Retail Partner,220,0.295,0.569
ORD103744,2025-04-20,C76776,2025-04,Beauty,Kajal,BE-KAJ-OneSize,One Size,1,453.39,13.56,439.83,204.98,82.19,8.35,False,Not returned,0.0,0.0,144.31,Chandigarh,Punjab,Tier 2,App,182,0.622,0.297
ORD108846,2025-04-20,C43199,2025-04,Accessories,Handbag,AC-HAN-OneSize,One Size,2,1668.75,218.08,1450.67,640.06,127.98,21.22,False,Not returned,0.0,0.0,661.41,Pune,Maharashtra,Tier 1,Retail Partner,87,0.592,0.566
ORD102666,2025-04-20,C52750,2025-04,Activewear,Sports Bra,AC-SPO-M,M,1,1150.05,72.55,1077.5,602.36,98.02,19.86,True,Color mismatch,124.03,950.27,-717.04,Pune,Maharashtra,Tier 1,App,329,0.203,0.58
ORD101541,2025-04-20,C13717,2025-04,Ethnic Wear,Kurta Set,ET-KUR-S,S,1,1510.12,287.16,1222.96,600.87,77.7,21.16,False,Not returned,0.0,0.0,523.23,Delhi NCR,Delhi,Tier 1,Web,189,0.213,0.177
ORD106474,2025-04-20,C79712,2025-04,Footwear,Sandals,FO-SAN-XS,XS,2,4786.57,500.79,4285.78,2519.7,103.48,100.68,False,Not returned,0.0,0.0,1561.92,Indore,Madhya Pradesh,Tier 2,Web,204,0.211,0.773
ORD103967,2025-04-20,C85546,2025-04,Footwear,Heels,FO-HEE-XL,XL,2,4257.26,803.98,3453.28,2038.96,129.84,61.03,False,Not returned,0.0,0.0,1223.45,Chandigarh,Punjab,Tier 2,App,83,0.173,0.476
ORD101401,2025-04-20,C46958,2025-04,Ethnic Wear,Kurta Set,ET-KUR-S,S,1,2166.9,190.29,1976.61,1092.47,89.01,39.96,False,Not returned,0.0,0.0,755.17,Chandigarh,Punjab,Tier 2,Web,171,0.377,0.065
ORD104239,2025-04-20,C11614,2025-04,Activewear,Sports Bra,AC-SPO-M,M,1,1370.21,247.0,1123.21,730.41,93.25,18.48,False,Not returned,0.0,0.0,281.07,Kochi,Kerala,Tier 2,Web,234,0.484,0.377
ORD107329,2025-04-20,C85413,2025-04,Ethnic Wear,Anarkali Dress,ET-ANA-XL,XL,1,1860.4,268.03,1592.37,826.22,82.11,23.97,False,Not returned,0.0,0.0,660.07,Surat,Gujarat,Tier 2,Web,275,0.274,0.221
ORD102966,2025-04-20,C45148,2025-04,Ethnic Wear,Saree,ET-SAR-XXL,XXL,1,1343.98,267.53,1076.45,567.57,78.33,19.53,False,Not returned,0.0,0.0,411.02,Delhi NCR,Delhi,Tier 1,App,236,0.208,0.081
ORD100831,2025-04-20,C27259,2025-04,Activewear,Training Tee,AC-TRA-L,L,1,1062.72,233.04,829.68,486.43,97.34,19.61,False,Not returned,0.0,0.0,226.3,Jaipur,Rajasthan,Tier 2,App,127,0.471,0.437
ORD108007,2025-04-20,C97325,2025-04,Footwear,Juttis,FO-JUT-M,M,1,2734.0,553.57,2180.43,1393.83,94.52,49.21,False,Not returned,0.0,0.0,642.87,Bengaluru,Karnataka,Tier 1,App,209,0.195,0.335
ORD107414,2025-04-20,C36065,2025-04,Beauty,Lip Tint,BE-LIP-OneSize,One Size,1,816.38,292.03,524.35,246.48,98.43,8.03,False,Not returned,0.0,0.0,171.41,Mumbai,Maharashtra,Tier 1,App,175,0.605,0.626
ORD100592,2025-04-20,C46939,2025-04,Western Wear,Bodycon Dress,WE-BOD-L,L,1,1603.74,359.5,1244.24,700.88,91.18,27.82,False,Not returned,0.0,0.0,424.36,Mumbai,Maharashtra,Tier 1,App,38,0.257,0.185
ORD103083,2025-04-20,C91509,2025-04,Accessories,Handbag,AC-HAN-OneSize,One Size,1,975.84,127.04,848.8,355.77,87.14,18.74,False,Not returned,0.0,0.0,387.15,Jaipur,Rajasthan,Tier 2,App,241,0.471,0.461
ORD103093,2025-04-20,C65551,2025-04,Accessories,Belt,AC-BEL-OneSize,One Size,1,697.82,188.83,508.99,251.29,80.52,7.68,False,Not returned,0.0,0.0,169.5,Indore,Madhya Pradesh,Tier 2,App,29,0.082,0.443
ORD102181,2025-04-20,C27853,2025-04,Accessories,Sunglasses,AC-SUN-OneSize,One Size,1,720.55,14.41,706.14,303.88,83.04,12.44,True,Size too small,118.63,615.68,-427.53,Delhi NCR,Delhi,Tier 1,App,248,0.229,0.556
ORD105259,2025-04-20,C47936,2025-04,Western Wear,Wide-leg Jeans,WE-WID-XS,XS,1,1428.27,421.29,1006.98,537.23,84.81,23.15,True,Size too small,119.76,930.07,-688.04,Mumbai,Maharashtra,Tier 1,App,0,0.435,0.235
ORD100383,2025-04-20,C39127,2025-04,Western Wear,Wide-leg Jeans,WE-WID-M,M,1,1580.54,581.05,999.49,527.03,120.13,21.03,True,Color mismatch,154.26,902.76,-725.72,Udaipur,Rajasthan,Tier 3,App,130,0.769,0.543
ORD103072,2025-04-20,C41355,2025-04,Ethnic Wear,Palazzo Set,ET-PAL-XXL,XXL,1,1557.03,439.36,1117.67,485.09,94.84,26.65,True,Size too small,143.44,1104.98,-737.33,Pune,Maharashtra,Tier 1,Web,46,0.151,0.818
ORD105272,2025-04-20,C67521,2025-04,Activewear,Training Tee,AC-TRA-XXL,XXL,1,1305.96,117.11,1188.85,711.21,87.87,18.7,False,Not returned,0.0,0.0,371.07,Chennai,Tamil Nadu,Tier 1,Web,198,0.428,0.266
